CategoryID,CategoryName,Description,CustomerID,CompanyName,ContactName,ContactTitle,Address,City,Region,PostalCode,Country,Phone,Fax,EmployeeID,LastName,FirstName,Title,TitleOfCourtesy,BirthDate,HireDate,Address2,City3,Region4,PostalCode5,Country6,HomePhone,Extension,Notes,ReportsTo,OrderID,ProductID,UnitPrice,Quantity,Discount,OrderID7,CustomerID8,EmployeeID9,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductID10,ProductName,SupplierID,CategoryID11,QuantityPerUnit,UnitPrice12,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,ShipperID,CompanyName13,Phone14,SupplierID15,CompanyName16,ContactName17,ContactTitle18,Address19,City20,Region21,PostalCode22,Country23,Phone24,Fax25,HomePage,Value
4,Dairy Products,Cheeses,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,6,Suyama,Michael,Sales Representative,Mr.,7/2/1963 0:00,10/17/1993 0:00,"Coventry House
Miner Rd.",London,,EC2 7JR,UK,(71) 555-7773,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,10272,31,10,40,0,10272,RATTC,6,9/2/1994 0:00,9/30/1994 0:00,9/6/1994 0:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,2,United Package,(503) 555-3199,14,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,400
7,Produce,Dried fruit and bean curd,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10382,74,8,50,0,10382,ERNSH,4,1/13/1995 0:00,2/10/1995 0:00,1/16/1995 0:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,74,Longlife Tofu,4,7,5 kg pkg.,10,4,20,5,0,1,Speedy Express,(503) 555-9831,4,Tokyo Traders,Yoshi Nagase,Marketing Manager,"9-8 Sekimai
Musashino-shi",Tokyo,,100,Japan,(03) 3555-5011,,,400
3,Confections,"Desserts, candies, and sweet breads",LILAS,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10357,26,24.9,16,0,10357,LILAS,1,12/20/1994 0:00,1/17/1995 0:00,1/2/1995 0:00,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,15,0,0,0,3,Federal Shipping,(503) 555-9931,11,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,398.4
3,Confections,"Desserts, candies, and sweet breads",ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran Vía, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,11013,68,12.5,2,0,11013,ROMEY,2,5/9/1996 0:00,6/6/1996 0:00,5/10/1996 0:00,1,32.99,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,6,10,15,0,1,Speedy Express,(503) 555-9831,8,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,25
8,Seafood,Seaweed and fish,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,AK,99508,USA,(907) 555-7584,(907) 555-2880,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10594,58,13.25,30,0,10594,OLDWO,3,8/9/1995 0:00,9/6/1995 0:00,8/16/1995 0:00,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,58,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,2,United Package,(503) 555-3199,27,Escargots Nouveaux,Marie Delamare,Sales Manager,"22, rue H. Voiron",Montceau,,71300,France,85.57.00.07,,,397.5
8,Seafood,Seaweed and fish,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10697,58,13.25,30,0.25,10697,LINOD,3,11/8/1995 0:00,12/6/1995 0:00,11/14/1995 0:00,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,58,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,1,Speedy Express,(503) 555-9831,27,Escargots Nouveaux,Marie Delamare,Sales Manager,"22, rue H. Voiron",Montceau,,71300,France,85.57.00.07,,,397.5
4,Dairy Products,Cheeses,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,59 rue de l'Abbaye,Reims,,51100,France,26.47.15.10,26.47.15.11,5,Buchanan,Steven,Sales Manager,Mr.,3/4/1955 0:00,10/17/1993 0:00,14 Garrett Hill,London,,SW1 8JR,UK,(71) 555-4848,3453,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.",2,10248,11,14,12,0,10248,VINET,5,8/4/1994 0:00,9/1/1994 0:00,8/16/1994 0:00,3,32.38,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,3,Federal Shipping,(503) 555-9931,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,168
8,Seafood,Seaweed and fish,TRADH,Tradição Hipermercados,Anabela Domingues,Sales Representative,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,(11) 555-2167,(11) 555-2168,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10839,58,13.25,30,0.100000001,10839,TRADH,3,2/19/1996 0:00,3/18/1996 0:00,2/22/1996 0:00,3,35.43,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,58,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,3,Federal Shipping,(503) 555-9931,27,Escargots Nouveaux,Marie Delamare,Sales Manager,"22, rue H. Voiron",Montceau,,71300,France,85.57.00.07,,,397.5
4,Dairy Products,Cheeses,FOLKO,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10327,11,16.8,50,0.200000003,10327,FOLKO,2,11/11/1994 0:00,12/9/1994 0:00,11/14/1994 0:00,1,63.36,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,1,Speedy Express,(503) 555-9831,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,840
8,Seafood,Seaweed and fish,SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10930,58,13.25,30,0.200000003,10930,SUPRD,4,4/5/1996 0:00,5/17/1996 0:00,4/17/1996 0:00,3,15.55,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,58,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,3,Federal Shipping,(503) 555-9931,27,Escargots Nouveaux,Marie Delamare,Sales Manager,"22, rue H. Voiron",Montceau,,71300,France,85.57.00.07,,,397.5
8,Seafood,Seaweed and fish,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10389,10,24.8,16,0,10389,BOTTM,4,1/20/1995 0:00,2/17/1995 0:00,1/24/1995 0:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10,Ikura,4,8,12 - 200 ml jars,31,31,0,0,0,2,United Package,(503) 555-3199,4,Tokyo Traders,Yoshi Nagase,Marketing Manager,"9-8 Sekimai
Musashino-shi",Tokyo,,100,Japan,(03) 3555-5011,,,396.8
4,Dairy Products,Cheeses,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10407,11,16.8,30,0,10407,OTTIK,2,2/7/1995 0:00,3/7/1995 0:00,3/2/1995 0:00,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,2,United Package,(503) 555-3199,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,504
4,Dairy Products,Cheeses,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez ,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10328,59,44,9,0,10328,FURIB,4,11/14/1994 0:00,12/12/1994 0:00,11/17/1994 0:00,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,59,Raclette Courdavault,28,4,5 kg pkg.,55,79,0,0,0,3,Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B
3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,396
4,Dairy Products,Cheeses,SIMOB,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,København,,1734,Denmark,31 12 34 56,31 13 35 57,7,King,Robert,Sales Representative,Mr.,5/29/1960 0:00,1/2/1994 0:00,"Edgeham Hollow
Winchester Way",London,,RG1 9SP,UK,(71) 555-5598,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,10341,59,44,9,0.150000006,10341,SIMOB,7,11/29/1994 0:00,12/27/1994 0:00,12/6/1994 0:00,3,26.78,Simons bistro,Vinbæltet 34,København,,1734,Denmark,59,Raclette Courdavault,28,4,5 kg pkg.,55,79,0,0,0,3,Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B
3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,396
4,Dairy Products,Cheeses,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,10443,11,16.8,6,0.200000003,10443,REGGC,8,3/15/1995 0:00,4/12/1995 0:00,3/17/1995 0:00,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,1,Speedy Express,(503) 555-9831,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,100.8
4,Dairy Products,Cheeses,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,9,Dodsworth,Anne,Sales Representative,Ms.,1/27/1966 0:00,11/15/1994 0:00,7 Houndstooth Rd.,London,,WG2 7LT,UK,(71) 555-4444,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,10411,59,44,9,0.200000003,10411,BOTTM,9,2/10/1995 0:00,3/10/1995 0:00,2/21/1995 0:00,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,59,Raclette Courdavault,28,4,5 kg pkg.,55,79,0,0,0,3,Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B
3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,396
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10748,23,9,44,0,10748,SAVEA,3,12/21/1995 0:00,1/18/1996 0:00,12/29/1995 0:00,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,23,Tunnbröd,9,5,12 - 250 g pkgs.,9,61,0,25,0,1,Speedy Express,(503) 555-9831,9,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden ,031-987 65 43,031-987 65 91,,396
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,6,Suyama,Michael,Sales Representative,Mr.,7/2/1963 0:00,10/17/1993 0:00,"Coventry House
Miner Rd.",London,,EC2 7JR,UK,(71) 555-7773,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,10747,63,43.9,9,0,10747,PICCO,6,12/20/1995 0:00,1/17/1996 0:00,12/27/1995 0:00,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,63,Vegie-spread,7,2,15 - 625 g jars,43.9,24,0,5,0,1,Speedy Express,(503) 555-9831,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,395.1
3,Confections,"Desserts, candies, and sweet breads",HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,"City Center Plaza
516 Main St.",Elgin,OR,97827,USA,(503) 555-6874,(503) 555-2376,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10394,62,39.4,10,0,10394,HUNGC,1,1/25/1995 0:00,2/22/1995 0:00,2/3/1995 0:00,3,30.34,Hungry Coyote Import Store,"City Center Plaza
516 Main St.",Elgin,OR,97827,USA,62,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0,3,Federal Shipping,(503) 555-9931,29,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,394
6,Meat/Poultry,Prepared meats,BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10626,53,32.8,12,0,10626,BERGS,1,9/11/1995 0:00,10/9/1995 0:00,9/20/1995 0:00,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,53,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,2,United Package,(503) 555-3199,24,"G'day, Mate",Wendy Mackenzie,Sales Representative,"170 Prince Edward Parade
Hunter's Hill",Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,393.6
6,Meat/Poultry,Prepared meats,WELLI,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10256,53,26.2,15,0,10256,WELLI,3,8/15/1994 0:00,9/12/1994 0:00,8/17/1994 0:00,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,53,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,2,United Package,(503) 555-3199,24,"G'day, Mate",Wendy Mackenzie,Sales Representative,"170 Prince Edward Parade
Hunter's Hill",Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,393
4,Dairy Products,Cheeses,LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,12 Orchestra Terrace,Walla Walla,WA,99362,USA,(509) 555-7969,(509) 555-6221,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,10545,11,21,10,0,10545,LAZYK,8,6/22/1995 0:00,7/20/1995 0:00,7/27/1995 0:00,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,2,United Package,(503) 555-3199,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,210
4,Dairy Products,Cheeses,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10553,11,21,15,0,10553,WARTH,2,6/30/1995 0:00,7/28/1995 0:00,7/4/1995 0:00,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,2,United Package,(503) 555-3199,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,315
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",WHITC,White Clover Markets,Karl Jablonski,Owner,"305 - 14th Ave. S.
Suite 3B",Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,7,King,Robert,Sales Representative,Mr.,5/29/1960 0:00,1/2/1994 0:00,"Edgeham Hollow
Winchester Way",London,,RG1 9SP,UK,(71) 555-5598,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,10483,34,11.2,35,0.050000001,10483,WHITC,7,4/24/1995 0:00,5/22/1995 0:00,5/26/1995 0:00,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,34,Sasquatch Ale,16,1,24 - 12 oz bottles,14,111,0,15,0,2,United Package,(503) 555-3199,16,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,"3400 - 8th Avenue
Suite 210",Bend,OR,97101,USA,(503) 555-9931,,,392
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",CHOPS,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,,3012,Switzerland,0452-076545,,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10746,42,14,28,0,10746,CHOPS,1,12/20/1995 0:00,1/17/1996 0:00,12/22/1995 0:00,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,42,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14,26,0,0,1,3,Federal Shipping,(503) 555-9931,20,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,392
4,Dairy Products,Cheeses,BLAUS,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,10614,11,21,14,0,10614,BLAUS,8,8/29/1995 0:00,9/26/1995 0:00,9/1/1995 0:00,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,11,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,3,Federal Shipping,(503) 555-9931,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,294
